Tempo_s,Valor
0,-0.0275658443570137
0.065221999000002,-0.0271000023931265
0.130572000000001,-0.0269188396632671
0.195669000000002,-0.0268772970885038
0.260894999000001,-0.027041619643569
0.326115999000002,-0.0273152999579906
0.391365,-0.0274773146957159
0.456570999,-0.0275825727730989
0.521799000000001,-0.0273787435144186
0.587012000000001,-0.0273639857769012
0.652310999000001,-0.0276949964463711
0.717461999000001,-0.0280499048531055
0.782680999,-0.0298314988613129
0.847904,-0.0289723128080368
0.913128,-0.028825031593442
0.978352000000001,-0.0280896797776222
1.043773,-0.028018182143569
1.108793999,-0.0280514229089022
1.174023999,-0.0280349161475897
1.239244,-0.0281168892979622
1.304468,-0.0280766673386097
1.369729999,-0.0281658582389355
1.434930999,-0.0286168362945318
1.500124999,-0.0283796098083258
1.565430999,-0.0280093103647232
1.630572,-0.0279734972864389
1.69581,-0.0282187946140766
1.76102,-0.028749467805028
1.826262,-0.0280358847230673
1.891469,-0.0281165838241577
1.956705999,-0.0283918809145689
2.021914,-0.0284585580229759
2.087193999,-0.0284800585359335
2.152361,-0.0283447336405516
2.217599,-0.0285916440188885
2.282807999,-0.0290594324469566
2.348069,-0.0283057037740946
2.413254,-0.028185972943902
2.478782,-0.0281012821942568
2.543717,-0.0280721168965101
2.608939,-0.0281725712120533
2.674163,-0.0285704340785742
2.739387,-0.0286721400916576
2.804713,-0.0284913890063763
2.869836,-0.028899384662509
2.935082,-0.0292472429573536
3.000282999,-0.0282455775886774
3.065503999,-0.0282769203186035
3.130727999,-0.0282150153070688
3.196073999,-0.0279377605766058
3.261175,-0.0284010320901871
3.326399,-0.0285279992967844
3.391621999,-0.0284903217107058
3.456845,-0.029569448903203
3.522106999,-0.030428210273385
3.587293,-0.000142475284519605
3.652530999,-0.000335103541146964
3.717788999,-0.000448319653514773
3.782963,-0.000486926146550104
3.848188,-0.000761879899073392
3.913534999,-0.000916712044272572
3.978634,-0.00134928862098604
4.043856999,-0.00159277929924428
4.109161,-0.00165528582874686
4.174321999,-0.0017145419260487
4.239528,-0.00196890835650265
